FORM_NAME,FIELD_ID,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_CONCEPT_CODE,TARGET_STANDARD_CONCEPT,PREDICATE_ID,CONFIDENCE,MODIFIER,value_as_concept_id,qualifier_concept_id,qualifier_source_value,relationship_id,concept_id_2,temp name,temp domain,vocabulary_id_2,temp class,concept_code_2,temp standard,confidence,predicate_id,Notes
bcva,,viaosmlog,,LLVA Letter Score - Mesopic VA - OS,2005200057,2005200057,LLVA Letter Score - Mesopic VA - OS,Measurement,AIREADI-Vision,Clinical Observation,,S,skos:exactMatch,1,LLVA Letter Score - Mesopic VA,,45883829,Left eye,,21491741,Visual acuity best corrected Left eye by ETDRS eye chart,Measurement,LOINC,Clinical Observation,79877-7,S,0.75,skos:broadMatch,
bcva,viaomthd,1,viaomthd_1,EVA,2005200058,2005200058,EVA,Measurement,AIREADI-Vision,Clinical Observation,,S,skos:exactMatch,1,,,,,,21495306,Type of Visual acuity exam method,Measurement,LOINC,Clinical Observation,79908-0,S,0.25,skos:broadMatch,
photopic_mars,,plcsodlog,,OD: Log Contrast Sensitivity,2005200155,2005200155,"OD: Log Contrast Sensitivity - Photopic, right eye",Measurement,AIREADI-Vision,Measurement,,S,skos:exactMatch,1,right,,45876703,Right eye,,4090077,Contrast sensitivity,Measurement,SNOMED,Observable Entity,251686008,S,0.75,skos:broadMatch,
photopic_mars,,plcsoslog,,OS: Log Contrast Sensitivity,2005200156,2005200156,"OS: Log Contrast Sensitivity - Photopic, left eye",Measurement,AIREADI-Vision,Measurement,,S,skos:exactMatch,1,left,,45883829,Left eye,,4090077,Contrast sensitivity,Measurement,SNOMED,Observable Entity,251686008,S,0.75,skos:broadMatch,
retinal_imaging_v2,,rtma_odw,,M2-3D Wide(H) 12x9-OCT,2005200200,2005200200,M2-3D Wide(H) 12x9-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtma_osw,,M2-3D Wide(H) 12x9-OCT,2005200200,2005200200,M2-3D Wide(H) 12x9-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtma_odm,,M2-3D Macula 6x6-OCT,2005200201,2005200201,M2-3D Macula 6x6-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtma_osm,,M2-3D Macula 6x6-OCT,2005200201,2005200201,M2-3D Macula 6x6-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtma_odm1,,M2-Mac 6x6-360x360-(rep3)-OCTA,2005200202,2005200202,M2-Mac 6x6-360x360-(rep3)-OCTA,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtma_osm1,,M2-Mac 6x6-360x360-(rep3)-OCTA,2005200202,2005200202,M2-Mac 6x6-360x360-(rep3)-OCTA,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rttr_odr,,Triton-3D(H)+Radial 12x9-OCT,2005200203,2005200203,Triton-3D(H)+Radial 12x9-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rttr_osr,,Triton-3D(H)+Radial 12x9-OCT,2005200203,2005200203,Triton-3D(H)+Radial 12x9-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rttr_odm1,,Triton-Macula 6x6-OCTA,2005200204,2005200204,Triton-Macula 6x6-OCTA,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rttr_osm1,,Triton-Macula 6x6-OCTA,2005200204,2005200204,Triton-Macula 6x6-OCTA,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rttr_odm2,,Triton-Macula 12x12-OCTA,2005200205,2005200205,Triton-Macula 12x12-OCTA,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rttr_osm2,,Triton-Macula 12x12-OCTA,2005200205,2005200205,Triton-Macula 12x12-OCTA,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtop_odd,,OptoMed-Disc centered-CFP,2005200289,2005200289,OptoMed-Disc centered-CFP,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtop_osd,,OptoMed-Disc centered-CFP,2005200289,2005200289,OptoMed-Disc centered-CFP,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtop_odm,,OptoMed-Mac centered-CFP,2005200290,2005200290,OptoMed-Mac centered-CFP,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtop_osm,,OptoMed-Mac centered-CFP,2005200290,2005200290,OptoMed-Mac centered-CFP,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtei_odir,,Eidon-UWF Central-IR,2005200291,2005200291,Eidon-UWF Central-IR,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtei_osir,,Eidon-UWF Central-IR,2005200291,2005200291,Eidon-UWF Central-IR,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtei_odfaf,,Eidon-UWF Central-FAF,2005200292,2005200292,Eidon-UWF Central-FAF,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtei_osfaf,,Eidon-UWF Central-FAF,2005200292,2005200292,Eidon-UWF Central-FAF,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtsm_odc,,Eidon-UWF Central-CFP,2005200293,2005200293,Eidon-UWF Central-CFP,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtsm_osc,,Eidon-UWF Central-CFP,2005200293,2005200293,Eidon-UWF Central-CFP,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtsm_odn,,Eidon-UWF Nasal-CFP,2005200294,2005200294,Eidon-UWF Nasal-CFP,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtsm_osn,,Eidon-UWF Nasal-CFP,2005200294,2005200294,Eidon-UWF Nasal-CFP,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtsm_odt,,Eidon-UWF Temporal-CFP,2005200295,2005200295,Eidon-UWF Temporal-CFP,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtsm_ost,,Eidon-UWF temporal-CFP,2005200295,2005200295,Eidon-UWF Temporal-CFP,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtsm_odm,,Eidon-Create Mosaic Image-CFP,2005200296,2005200296,Eidon- Create Mosaic Image-CFP,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtsm_osm,,Eidon- Create Mosaic Image-CFP,2005200296,2005200296,Eidon- Create Mosaic Image-CFP,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtso_odo,,Spec-ONH-RC-HR-OCT,2005200297,2005200297,Spec-ONH-RC-HR-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtso_oso,,Spec-ONH-RC-HR-OCT,2005200297,2005200297,Spec-ONH-RC-HR-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtso_odp,,Spec-PPole Mac-HR-61 lines-OCT,2005200298,2005200298,Spec-PPole Mac-HR-61 lines-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtso_osp,,Spec-PPole Mac-HR-61 lines-OCT,2005200298,2005200298,Spec-PPole Mac-HR-61 lines-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtso_odm,,Spec-Mac-20x20-HS-512 lines-OCTA,2005200299,2005200299,Spec-Mac-20x20-HS-512 lines-OCTA,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtso_osm,,Spec-Mac-20x20-HS-512 lines-OCTA,2005200299,2005200299,Spec-Mac-20x20-HS-512 lines-OCTA,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtci_odm1,,Cirrus-Mac Cube-512x128-OCT,2005200300,2005200300,Cirrus-Mac Cube-512x128-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtci_osm1,,Cirrus-Mac Cube-512x128-OCT,2005200300,2005200300,Cirrus-Mac Cube-512x128-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtci_odd1,,Cirrus-Disc Cube-200x200-OCT,2005200301,2005200301,Cirrus-Disc Cube-200x200-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtci_osd1,,Cirrus-Disc Cube-200x200-OCT,2005200301,2005200301,Cirrus-Disc Cube-200x200-OCT,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtci_odm2,,Cirrus-Macula 6x6-OCTA,2005200302,2005200302,Cirrus-Macula 6x6-OCTA,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtci_osm2,,Cirrus-Macula 6x6-OCTA,2005200302,2005200302,Cirrus-Macula 6x6-OCTA,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtci_odd2,,Cirrus-Disc 6x6-OCTA,2005200303,2005200303,Cirrus-Disc 6x6-OCTA,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtci_osd2,,Cirrus-Disc 6x6-OCTA,2005200303,2005200303,Cirrus-Disc 6x6-OCTA,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtfl_od,,FLIO-Mac-HS,2005200304,2005200304,FLIO-Mac-HS,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,right eye|45876703,,45876703,Right eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
retinal_imaging_v2,,rtfl_os,,FLIO-Mac-HS,2005200304,2005200304,FLIO-Mac-HS,Observation,AIREADI-Vision,Observable Entity,,S,skos:exactMatch,1,left eye|45883829,,45883829,Left eye,,45885156,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,LA20770-6,S,0.5,skos:relatedMatch,
bcva,,viaodmscore,,Mesopic LogMAR OD Score,2005200336,2005200336,Mesopic LogMAR OD Score,Measurement,AIREADI-Vision,Clinical Observation,,S,skos:exactMatch,1,Mesopic LogMAR OD Score,,45876703,Right eye,,3036966,Visual acuity log MAR Eye - right,Measurement,LOINC,Clinical Observation,6616-7,S,0.5,skos:broadMatch,
bcva,,viaosmscore,,Mesopic LogMAR OS Score,2005200337,2005200337,Mesopic LogMAR OS Score,Measurement,AIREADI-Vision,Clinical Observation,,S,skos:exactMatch,1,Mesopic LogMAR OS Score,,45883829,Left eye,,3037488,Visual acuity log MAR Eye - left,Measurement,LOINC,Clinical Observation,6617-5,S,0.5,skos:broadMatch,
photopic_mars,,plcsodfcl,,OD: Value of final correct letter,2005200338,2005200338,"OD: Value of final correct letter - Photopic, right eye",Measurement,AIREADI-Vision,Measurement,,S,skos:exactMatch,1,right,,45876703,Right eye,,4256483,Contrast sensitivity test,Procedure,SNOMED,Procedure,410566008,S,0.25,skos:broadMatch,
photopic_mars,,plcsodmiss,,OD: Number of misses prior to stopping,2005200339,2005200339,"OD: Number of misses prior to stopping - Photopic, right eye",Measurement,AIREADI-Vision,Measurement,,S,skos:exactMatch,1,right,,45876703,Right eye,,4256483,Contrast sensitivity test,Procedure,SNOMED,Procedure,410566008,S,0.25,skos:broadMatch,
photopic_mars,,plcsosfcl,,OS: Value of final correct letter,2005200340,2005200340,"OS: Value of final correct letter - Photopic, left eye",Measurement,AIREADI-Vision,Measurement,,S,skos:exactMatch,1,left,,45883829,Left eye,,4256483,Contrast sensitivity test,Procedure,SNOMED,Procedure,410566008,S,0.25,skos:broadMatch,
photopic_mars,,plcsosmiss,,OS: Number of misses prior to stopping,2005200341,2005200341,"OS: Number of misses prior to stopping - Photopic, left eye",Measurement,AIREADI-Vision,Measurement,,S,skos:exactMatch,1,left,,45883829,Left eye,,4256483,Contrast sensitivity test,Procedure,SNOMED,Procedure,410566008,S,0.25,skos:broadMatch,
mesopic_mars,,mlcsodfcl,,OD: Value of final correct letter,2005200486,2005200486,"OD: Value of final correct letter - Mesopic, right eye",Measurement,AIREADI-Vision,Measurement,,S,skos:exactMatch,1,right,,45876703,Right eye,,4256483,Contrast sensitivity test,Procedure,SNOMED,Procedure,410566008,S,0.75,skos:broadMatch,
mesopic_mars,,mlcsodmiss,,OD: Number of misses prior to stopping,2005200487,2005200487,"OD: Number of misses prior to stopping - Mesopic, right eye",Measurement,AIREADI-Vision,Measurement,,S,skos:exactMatch,1,right,,45876703,Right eye,,4256483,Contrast sensitivity test,Procedure,SNOMED,Procedure,410566008,S,0.75,skos:broadMatch,
mesopic_mars,,mlcsosfcl,,OS: Value of final correct letter,2005200488,2005200488,"OS: Value of final correct letter - Mesopic, left eye",Measurement,AIREADI-Vision,Measurement,,S,skos:exactMatch,1,left,,45883829,Left eye,,4256483,Contrast sensitivity test,Procedure,SNOMED,Procedure,410566008,S,0.75,skos:broadMatch,
mesopic_mars,,mlcsosmiss,,OS: Number of misses prior to stopping,2005200489,2005200489,"OS: Number of misses prior to stopping - Mesopic, left eye",Measurement,AIREADI-Vision,Measurement,,S,skos:exactMatch,1,left,,45883829,Left eye,,4256483,Contrast sensitivity test,Procedure,SNOMED,Procedure,410566008,S,0.75,skos:broadMatch,
mesopic_mars,,mlcsodlog,,OD: Log Contrast Sensitivity,2005200552,2005200552,"OD: Log Contrast Sensitivity - Mesopic, right eye",Measurement,AIREADI-Vision,Measurement,,S,skos:exactMatch,1,right,,45876703,Right eye,,4090077,Contrast sensitivity,Measurement,SNOMED,Observable Entity,251686008,S,0.75,skos:broadMatch,
mesopic_mars,,mlcsoslog,,OS: Log Contrast Sensitivity,2005200553,2005200553,"OS: Log Contrast Sensitivity - Mesopic, left eye",Measurement,AIREADI-Vision,Measurement,,S,skos:exactMatch,1,left,,45883829,Left eye,,4090077,Contrast sensitivity,Measurement,SNOMED,Observable Entity,251686008,S,0.75,skos:broadMatch,
