FORM_NAME,FIELD_ID,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_CONCEPT_CODE,TARGET_STANDARD_CONCEPT,PREDICATE_ID,CONFIDENCE,MODIFIER,value_as_concept_id,qualifier_concept_id,qualifier_source_value,relationship_id,concept_id_2,temp name,temp domain,vocabulary_id_2,temp class,concept_code_2,temp standard,confidence,predicate_id,Notes
health_survey,,mhoccur_ua,,"Urinary problems (Examples: urinary tract infections, incontinence, prostate problems)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,81902,,81902,Urinary tract problems,,,,,,,,,,,
health_survey,,mhoccur_ear,,Hearing impairment,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,439378,,439378,Ear anomalies with hearing impairment,,,,,,,,,,,
health_survey,,mhoccur_pdr,,Diabetic retinopathy (in one or both eyes),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,4174977,,4174977,Retinopathy due to diabetes mellitus,,,,,,,,,,,
screening_survey,,mh_a1c,,Elevated A1C levels (elevated blood sugars),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,2005200547,,2005200547,Elevated A1C levels (elevated blood sugars),,,,,,,,,,,
screening_survey,,mhterm_dm2,,Type II Diabetes,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,201826,,201826,Type 2 diabetes mellitus,,,,,,,,,,,
screening_survey,,mhterm_predm,,Pre-diabetes,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,37018196,,37018196,Prediabetes,,,,,,,,,,,
health_survey,,mhoccur_circ,,"Circulation problems (Examples: arteriosclerosis, atherosclerosis, blood clots in lungs or leg veins)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,2005200015,,2005200015,Circulation problems,,,,,,,,,,,
health_survey,,mhoccur_lbp,,Low blood pressure,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,317002,,317002,Low blood pressure,,,,,,,,,,,
health_survey,,mhoccur_pd,,Parkinson's disease,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,381270,,381270,Parkinson's disease,,,,,,,,,,,
health_survey,,mhoccur_ad,,"Dementia (Examples: Alzheimer's Disease, vascular dementia, etc)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,4182210,,4182210,Dementia,,,,,,,,,,,
health_survey,,mhcat_adot,,"If yes, please choose between:",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,378419,,378419,Alzheimer's disease,,,,,,,,,,,
health_survey,,mhcat_dmtaot,,Other (please specify):,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,2005200451,,2005200451,Other types of Dementia or Alzheimer's Disease,,,,,,,,,,,
health_survey,,mhoccur_cogn,,"Mild cognitive impairment (known as ""MCI""; mild but noticeable cognitive changes, may slow or interfere with daily activities but does not stop them)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,439795,,439795,Minimal cognitive impairment,,,,,,,,,,,
health_survey,,mhoccur_ms,,Multiple sclerosis,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,374919,,374919,Multiple sclerosis,,,,,,,,,,,
health_survey,,mhoccur_cns,,Other neurological conditions,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,46271045,,46271045,Neurocognitive disorder,,,,,,,,,,,
health_survey,,mhoccur_ra,,Arthritis (joint pain),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,4291025,,4291025,Arthritis,,,,,,,,,,,
health_survey,,mhoccur_oa,,Osteoporosis,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,80502,,80502,Osteoporosis,,,,,,,,,,,
health_survey,,mhoccur_ca,,Cancer (any type),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,4194405,,4194405,Cancer confirmed,,,,,,,,,,,
health_survey,,mhoccur_plm,,"Chronic pulmonary (lung) problems (Examples: emphysema, asthma, tuberculosis, asbestosis)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,4186898,,4186898,Chronic lung disease,,,,,,,,,,,
health_survey,,mhoccur_gi,,"Digestive problems (Examples: stomach ulcer, gastrointestinal problems, hiatal hernia)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,4201745,,4201745,Disorder of digestive system,,,,,,,,,,,
health_survey,,mhoccur_rnl,,Kidney problems,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,2005200017,,2005200017,Kidney problems,,,,,,,,,,,
health_survey,,mhoccur_obs,,Obesity,2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,433736,,433736,Obesity,,,,,,,,,,,
health_survey,,mhoccur_glc,,Glaucoma (in one or both eyes),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,437541,,437541,Glaucoma,,,,,,,,,,,
health_survey,,mhoccur_amd,,Age-related macular degeneration (AMD) (in one or both eyes),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,374028,,374028,Age related macular degeneration,,,,,,,,,,,
health_survey,,mhoccur_crt,,Cataracts (in one or both eyes),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,4317977,,4317977,Bilateral cataracts,,,,,,,,,,,
health_survey,,mhoccur_rvo,,"Retinal vascular occlusion (""stroke in the eye or eye vessels"" - in one or both eyes)",2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,440392,,440392,Retinal vascular occlusion,,,,,,,,,,,
health_survey,,mhoccur_ded,,Dry eye (in one or both eyes),2005200014,2005200014,Has a doctor or other healthcare professional ever told you that you have/had...,Observation,AIREADI,Survey,,S,skos:exactMatch,1,4036620,,4036620,Dry eyes,,,,,,,,,,,
health_survey,mhoccur_circ,1,mhoccur_circ_1,Yes,2005200015,2005200015,"Circulation problems (Examples: arteriosclerosis, atherosclerosis, blood clots in lungs or leg veins)",Condition,AIREADI,Disorder,,S,skos:exactMatch,1,,,,,,40770062,History of Problems with your heart or circulation [PhenX],Observation,LOINC,Clinical Observation,67434-1,S,0.75,skos:relatedMatch,
health_survey,mhoccur_rnl,1,mhoccur_rnl_1,Yes,2005200017,2005200017,Kidney problems,Condition,AIREADI,Disorder,,S,skos:exactMatch,1,,,,,,45881016,Kidney,Meas Value,LOINC,Answer,LA4591-9,S,1,skos:broadMatch,
health_survey,,fh_dm2pt,,Were either of your parents diagnosed with Type II Diabetes?,2005200018,2005200018,Were either of your parents diagnosed with Type II Diabetes?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4334340,Family history of diabetes mellitus type 2,Observation,SNOMED,Context-dependent,430679000,S,0.75,skos:broadMatch,
health_survey,,fh_dm2sb,,Has a sibling been diagnosed with Type II Diabetes?,2005200019,2005200019,Has a sibling been diagnosed with Type II Diabetes?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4334340,Family history of diabetes mellitus type 2,Observation,SNOMED,Context-dependent,430679000,S,0.75,skos:broadMatch,
substance_use_survey,,subrkncf,,Have you had any beer or ale in the past year?,2005200024,2005200024,Have you had any beer or ale in the past year?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4238768,Details of alcohol drinking behavior,Observation,SNOMED,Observable Entity,363905002,S,0.25,skos:broadMatch,
substance_use_survey,,subrdosfr,,"During the average week, how many 12 oz. bottles or cans of beer do you usually drink? (Number of bottles or cans per week)",2005200025,2005200025,"During the average week, how many 12 oz. bottles or cans of beer do you usually drink? (Number of bottles or cans per week)",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,40771103,How often do you have a drink containing alcohol,Observation,LOINC,Clinical Observation,68518-0,S,0.75,skos:closeMatch,
substance_use_survey,,suwnkncf,,Have you had any wine in the past year?,2005200026,2005200026,Have you had any wine in the past year?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4238768,Details of alcohol drinking behavior,Observation,SNOMED,Observable Entity,363905002,S,0.25,skos:broadMatch,
substance_use_survey,,suwndosfr,,"During the average week, how many 5 oz. glasses of wine do you usually drink?  The average wine bottle has 5 servings. (Number of glasses per week)",2005200027,2005200027,"During the average week, how many 5 oz. glasses of wine do you usually drink?  The average wine bottle has 5 servings. (Number of glasses per week)",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,40771103,How often do you have a drink containing alcohol,Observation,LOINC,Clinical Observation,68518-0,S,0.75,skos:closeMatch,
substance_use_survey,,sulqkncf,,"Have you had any liquor in the past year, such as brandy, whiskey, vodka, gin, schnapps, cocktails, or liqueurs?",2005200028,2005200028,"Have you had any liquor in the past year, such as brandy, whiskey, vodka, gin, schnapps, cocktails, or liqueurs?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4238768,Details of alcohol drinking behavior,Observation,SNOMED,Observable Entity,363905002,S,0.25,skos:broadMatch,
substance_use_survey,,sulqdosfr,,"During the average week, how many 1.5 oz. of liquor do you usually drink, either as shots or in mixed cocktails? (Number of drinks per week)",2005200029,2005200029,"During the average week, how many 1.5 oz. of liquor do you usually drink, either as shots or in mixed cocktails? (Number of drinks per week)",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,40771103,How often do you have a drink containing alcohol,Observation,LOINC,Clinical Observation,68518-0,S,0.75,skos:closeMatch,
substance_use_survey,,sualcdrv,,"Do you drive after having a drink, even if it is only one drink?",2005200030,2005200030,"Do you drive after having a drink, even if it is only one drink?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4038703,Drunk driving,Observation,SNOMED,Clinical Finding,228354000,S,0.75,skos:relatedMatch,
substance_use_survey,,suvpkncf1,,Have you ever vaped or used e-cigarettes?,2005200031,2005200031,Have you ever vaped or used e-cigarettes?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,903655,Electronic cigarette smoker,Observation,OMOP Extension,Clinical Finding,OMOP5181836,S,0.25,skos:broadMatch,
substance_use_survey,,suvpstage,,At what age did you start vaping or using e-cigarettes? (Age started - years old),2005200032,2005200032,At what age did you start vaping or using e-cigarettes? (Age started - years old),Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,903655,Electronic cigarette smoker,Observation,OMOP Extension,Clinical Finding,OMOP5181836,S,0.25,skos:narrowMatch,
substance_use_survey,,suvpcdur,,Do you vape or use e-cigarettes now?,2005200033,2005200033,Do you vape or use e-cigarettes now?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,903655,Electronic cigarette smoker,Observation,OMOP Extension,Clinical Finding,OMOP5181836,S,0.25,skos:narrowMatch,
substance_use_survey,,suvptoage,,How many total years have you vaped or used e-cigarettes?,2005200034,2005200034,How many total years have you vaped or used e-cigarettes?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,903655,Electronic cigarette smoker,Observation,OMOP Extension,Clinical Finding,OMOP5181836,S,0.25,skos:narrowMatch,
substance_use_survey,,suvpdosfr,,"When you vaped or used e-cigarettes, approximately how many days in a typical week would you use it?",2005200035,2005200035,"When you vaped or used e-cigarettes, approximately how many days in a typical week would you use it?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,,,,,,,,,,
substance_use_survey,,sumrjkncf,,"Have you ever used marijuana (cannabis)? (This includes smoking marijuana, using cannabis concentrates, and edibles.)",2005200036,2005200036,"Have you ever used marijuana (cannabis)? (This includes smoking marijuana, using cannabis concentrates, and edibles.)",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,37116660,Marijuana user,Observation,SNOMED,Clinical Finding,733460004,S,0.5,skos:closeMatch,
substance_use_survey,,sumrjtrt,,In what form do you usually use marijuana?  (check all that apply),2005200037,2005200037,In what form do you usually use marijuana?  (check all that apply),Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,37116660,Marijuana user,Observation,SNOMED,Clinical Finding,733460004,S,0.5,skos:closeMatch,
substance_use_survey,,sumrjceddur,,How many total years have you used marijuana?,2005200038,2005200038,How many total years have you used marijuana?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,37116660,Marijuana user,Observation,SNOMED,Clinical Finding,733460004,S,0.5,skos:closeMatch,
substance_use_survey,,sumrjfr,,"When you used marijuana, approximately how many days in a typical week would you use it?",2005200039,2005200039,"When you used marijuana, approximately how many days in a typical week would you use it?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,37116660,How often did you use cannabis?,Observation,PPI,Question,1333013,S,0.75,skos:closeMatch,
bcva,,viaodplog,,VA Letter Score - Photopic VA - OD,2005200042,2005200042,VA Letter Score - Photopic VA - OD,Measurement,AIREADI-Vision,Clinical Observation,,S,skos:exactMatch,1,VA Letter Score - Photopic VA - OD,,45876703,Right eye,,21491740,Visual acuity best corrected Right eye by ETDRS eye chart,Measurement,LOINC,Clinical Observation,79876-9,S,0.75,skos:broadMatch,
bcva,,viaosplog,,VA Letter Score - Photopic VA - OS,2005200043,2005200043,VA Letter Score - Photopic VA - OS,Measurement,AIREADI-Vision,Clinical Observation,,S,skos:exactMatch,1,VA Letter Score - Photopic VA - OS,,45883829,Left eye,,21491741,Visual acuity best corrected Left eye by ETDRS eye chart,Measurement,LOINC,Clinical Observation,79877-7,S,0.75,skos:broadMatch,
paid5_dm_survey,,paid_scrd,,Feeling scared when you think about living with diabetes,2005200044,2005200044,Feeling scared when you think about living with diabetes,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,36716888,Fear of metabolic disease,Condition,SNOMED,Clinical Finding,723113005,S,0.25,skos:broadMatch,
paid5_dm_survey,,paid_dpr,,Feeling depressed when you think about living with diabetes,2005200045,2005200045,Feeling depressed when you think about living with diabetes,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,40546087,Depressed mood,Observation,SNOMED,Clinical Finding,366979004,S,0.25,skos:broadMatch,
paid5_dm_survey,,paid_wr,,Worrying about the future and the possibility of serious complications,2005200046,2005200046,Worrying about the future and the possibility of serious complications,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4084699,Anxiety about body function or health,Observation,SNOMED,Clinical Finding,247808006,S,0.25,skos:broadMatch,
paid5_dm_survey,,paid_eng,,Feeling that diabetes is taking up too much of your mental and physical energy every day,2005200047,2005200047,Feeling that diabetes is taking up too much of your mental and physical energy every day,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4265571,Finding related to ability to comply with treatment,Observation,SNOMED,Clinical Finding,397695000,S,0.25,skos:broadMatch,
paid5_dm_survey,,paid_cml,,Coping with complications of diabetes,2005200048,2005200048,Coping with complications of diabetes,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4262172,Finding related to ability to cope,Observation,SNOMED,Clinical Finding,397706001,S,0.25,skos:broadMatch,
paid5_dm_survey,,paidscore,,PAID score,2005200049,2005200049,PAID score,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,46273583,Assessment of attitude toward health status,Procedure,SNOMED,Procedure,710834001,S,0.25,skos:broadMatch,
bcva,,viaodpscore,,Photopic LogMAR OD Score,2005200052,2005200052,Photopic LogMAR OD Score,Measurement,AIREADI-Vision,Clinical Observation,,S,skos:exactMatch,1,Photopic LogMAR OD Score,,45876703,Right eye,,3036966,Visual acuity log MAR Eye - right,Measurement,LOINC,Clinical Observation,6616-7,S,0.5,skos:broadMatch,
bcva,,viaospscore,,Photopic LogMAR OS Score,2005200053,2005200053,Photopic LogMAR OS Score,Measurement,AIREADI-Vision,Clinical Observation,,S,skos:exactMatch,1,Photopic LogMAR OS Score,,45883829,Left eye,,3037488,Visual acuity log MAR Eye - left,Measurement,LOINC,Clinical Observation,6617-5,S,0.5,skos:broadMatch,
bcva,,viaodmsf,,Snellen fraction - Mesopic VA - OD,2005200054,2005200054,Snellen fraction - Mesopic VA - OD,Measurement,AIREADI-Vision,Clinical Observation,,S,skos:exactMatch,1,,,,,,21491744,Visual acuity best corrected Right eye by Snellen eye chart,Measurement,LOINC,Clinical Observation,79880-1,S,0.75,skos:broadMatch,
bcva,,viaosmsf,,Snellen fraction - Mesopic VA - OS,2005200055,2005200055,Snellen fraction - Mesopic VA - OS,Measurement,AIREADI-Vision,Clinical Observation,,S,skos:exactMatch,1,,,,,,21491745,Visual acuity best corrected Left eye by Snellen eye chart,Measurement,LOINC,Clinical Observation,79881-9,S,0.75,skos:broadMatch,
bcva,,viaodmlog,,LLVA Letter Score - Mesopic VA - OD,2005200056,2005200056,LLVA Letter Score - Mesopic VA - OD,Measurement,AIREADI-Vision,Clinical Observation,,S,skos:exactMatch,1,LLVA Letter Score - Mesopic VA,,45876703,Right eye,,21491740,Visual acuity best corrected Right eye by ETDRS eye chart,Measurement,LOINC,Clinical Observation,79876-9,S,0.75,skos:broadMatch,
bcva,,viaosmlog,,LLVA Letter Score - Mesopic VA - OS,2005200057,2005200057,LLVA Letter Score - Mesopic VA - OS,Measurement,AIREADI-Vision,Clinical Observation,,S,skos:exactMatch,1,LLVA Letter Score - Mesopic VA,,45883829,Left eye,,21491741,Visual acuity best corrected Left eye by ETDRS eye chart,Measurement,LOINC,Clinical Observation,79877-7,S,0.75,skos:broadMatch,
bcva,viaomthd,1,viaomthd_1,EVA,2005200058,2005200058,EVA,Measurement,AIREADI-Vision,Clinical Observation,,S,skos:exactMatch,1,,,,,,21495306,Type of Visual acuity exam method,Measurement,LOINC,Clinical Observation,79908-0,S,0.25,skos:broadMatch,
dietary_survey,,diet5,,"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",2005200059,2005200059,"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4025583,Pulse vegetable intake,Observation,SNOMED,Observable Entity,226450000,S,0.25,skos:broadMatch,
dietary_survey,,diet6,,How many times a week did you eat regular snack chips or crackers (not low-fat)?,2005200060,2005200060,How many times a week did you eat regular snack chips or crackers (not low-fat)?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4044783,Savory snack intake,Observation,SNOMED,Observable Entity,230079003,S,0.75,skos:broadMatch,
dietary_survey,,diet7,,How many times a week did you eat desserts and other sweets (not the low-fat kind)?,2005200061,2005200061,How many times a week did you eat desserts and other sweets (not the low-fat kind)?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4025584,Sweets intake,Observation,SNOMED,Observable Entity,226463006,S,0.75,skos:broadMatch,
dietary_survey,,diet8,,"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",2005200062,2005200062,"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,3663241,Fat and oil intake,Observation,SNOMED,Observable Entity,870372004,S,0.75,skos:broadMatch,
dietary_survey,,diet9,,How many servings of fruit juice did you drink each day?,2005200063,2005200063,How many servings of fruit juice did you drink each day?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4025566,Fruit juice intake,Observation,SNOMED,Observable Entity,226389005,S,0.75,skos:broadMatch,
dietary_survey,,dietscore,,Diet score,2005200064,2005200064,Diet score,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4021174,Dietary intake assessment,Procedure,SNOMED,Procedure,225388007,S,0.5,skos:broadMatch,
ophthalmic_survey,,via1,,"How much difficulty, if any, do you have in recognizing a friend across the street? Would you say:",2005200067,2005200067,"How much difficulty, if any, do you have in recognizing a friend across the street? Would you say:",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4173597,Difficulty seeing distant objects,Observation,SNOMED,Clinical Finding,424348007,S,0.5,skos:relatedMatch,
ophthalmic_survey,,via2,,"How much difficulty, if any, do you have reading print in newspapers, magazines, recipes, menus, or numbers on the telephone? Would you say:",2005200068,2005200068,"How much difficulty, if any, do you have reading print in newspapers, magazines, recipes, menus, or numbers on the telephone? Would you say:",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,40768760,How much difficulty do you have reading ordinary print in newspapers,Observation,LOINC,Clinical Observation,66077-9,S,0.75,skos:narrowMatch,
ophthalmic_survey,,via5,,You have indicated that you have not seen an eye care professional in the past 12 months. What is the main reason you have not visited an eye care professional in the past 12 months?,2005200069,2005200069,You have indicated that you have not seen an eye care professional in the past 12 months. What is the main reason you have not visited an eye care professional in the past 12 months?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4260904,Reason for,Observation,SNOMED,Attribute,410666004,S,0.5,skos:relatedMatch,
ophthalmic_survey,,via6,,When was the last time you had an eye exam in which the pupils were dilated? (This would have made you temporarily sensitive to bright light),2005200070,2005200070,When was the last time you had an eye exam in which the pupils were dilated? (This would have made you temporarily sensitive to bright light),Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,4312773,Instillation of dilating eye drops to eye,Procedure,SNOMED,Procedure,424986007,S,0.5,skos:relatedMatch,
px_sdoh_combined_survey,,pxji1,,"Thinking about the next 12 months, how likely do you think it is that you will lose your job or be laid off?",2005200073,2005200073,"Thinking about the next 12 months, how likely do you think it is that you will lose your job or be laid off?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,,,,,,,,,,
px_sdoh_combined_survey,,pxji2,,"About how easy would it be for you to find a job with another employer with approximately the same income and fringe benefits you now have? Would you say very easy, somewhat easy, or not easy at all?",2005200074,2005200074,"About how easy would it be for you to find a job with another employer with approximately the same income and fringe benefits you now have? Would you say very easy, somewhat easy, or not easy at all?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,,,,,,,,,,
px_sdoh_combined_survey,,pxhi1,,What is your living situation today?,2005200075,2005200075,What is your living situation today?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,42869557,Housing status,Observation,LOINC,Survey,71802-3,S,0.5,skos:closeMatch,
px_sdoh_combined_survey,,pxhi2,,Think about the place you live. Do you have problems with any of the following? CHOOSE ALL THAT APPLY,2005200076,2005200076,Think about the place you live. Do you have problems with any of the following? CHOOSE ALL THAT APPLY,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,,,,,,,,,,
px_sdoh_combined_survey,,pxpa1,,"In the last 12 months, have you delayed getting prescription medicines because of worry about the cost?",2005200077,2005200077,"In the last 12 months, have you delayed getting prescription medicines because of worry about the cost?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,,,,,,,,,,
px_sdoh_combined_survey,,pxpa2,,Did any other person in your household delay getting prescription medicines because of worry about the cost?,2005200078,2005200078,Did any other person in your household delay getting prescription medicines because of worry about the cost?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,,,,,,,,,,
