concept_id,SRC_CODE,concept_name,vocabulary_id,domain_id,concept_class_id,standard_concept,valid_start_date,valid_end_date,invalid_reason,source
2005200488,mlcsosfcl,"OS: Value of final correct letter - Mesopic, left eye",,,,,1/1/1970,,,RedCap
2005200489,mlcsosmiss,"OS: Number of misses prior to stopping - Mesopic, left eye",,,,,1/1/1970,,,RedCap
2005200553,mlcsoslog,"OS: Log Contrast Sensitivity - Mesopic, left eye",,,,,1/1/1970,,,RedCap
2005200338,plcsodfcl,"OD: Value of final correct letter - Photopic, right eye",,,,,1/1/1970,,,RedCap
2005200339,plcsodmiss,"OD: Number of misses prior to stopping - Photopic, right eye",,,,,1/1/1970,,,RedCap
2005200155,plcsodlog,"OD: Log Contrast Sensitivity - Photopic, right eye",,,,,1/1/1970,,,RedCap
2005200340,plcsosfcl,"OS: Value of final correct letter - Photopic, left eye",,,,,1/1/1970,,,RedCap
2005200341,plcsosmiss,"OS: Number of misses prior to stopping - Photopic, left eye",,,,,1/1/1970,,,RedCap
2005200156,plcsoslog,"OS: Log Contrast Sensitivity - Photopic, left eye",,,,,1/1/1970,,,RedCap
2005200289,rtop_odd,OptoMed-Disc centered-CFP,,,,,1/1/1970,,,RedCap
2005200290,rtop_odm,OptoMed-Mac centered-CFP,,,,,1/1/1970,,,RedCap
2005200291,rtei_odir,Eidon-UWF Central-IR,,,,,1/1/1970,,,RedCap
2005200292,rtei_odfaf,Eidon-UWF Central-FAF,,,,,1/1/1970,,,RedCap
2005200293,rtsm_odc,Eidon-UWF Central-CFP,,,,,1/1/1970,,,RedCap
2005200294,rtsm_odn,Eidon-UWF Nasal-CFP,,,,,1/1/1970,,,RedCap
2005200295,rtsm_odt,Eidon-UWF Temporal-CFP,,,,,1/1/1970,,,RedCap
2005200296,rtsm_odm,Eidon- Create Mosaic Image-CFP,,,,,1/1/1970,,,RedCap
2005200297,rtso_odo,Spec-ONH-RC-HR-OCT,,,,,1/1/1970,,,RedCap
2005200298,rtso_odp,Spec-PPole Mac-HR-61 lines-OCT,,,,,1/1/1970,,,RedCap
2005200299,rtso_odm,Spec-Mac-20x20-HS-512 lines-OCTA,,,,,1/1/1970,,,RedCap
2005200300,rtci_odm1,Cirrus-Mac Cube-512x128-OCT,,,,,1/1/1970,,,RedCap
2005200301,rtci_odd1,Cirrus-Disc Cube-200x200-OCT,,,,,1/1/1970,,,RedCap
2005200302,rtci_odm2,Cirrus-Macula 6x6-OCTA,,,,,1/1/1970,,,RedCap
2005200303,rtci_odd2,Cirrus-Disc 6x6-OCTA,,,,,1/1/1970,,,RedCap
2005200200,rtma_odw,M2-3D Wide(H) 12x9-OCT,,,,,1/1/1970,,,RedCap
2005200201,rtma_odm,M2-3D Macula 6x6-OCT,,,,,1/1/1970,,,RedCap
2005200202,rtma_odm1,M2-Mac 6x6-360x360-(rep3)-OCTA,,,,,1/1/1970,,,RedCap
2005200203,rttr_odr,Triton-3D(H)+Radial 12x9-OCT,,,,,1/1/1970,,,RedCap
2005200204,rttr_odm1,Triton-Macula 6x6-OCTA,,,,,1/1/1970,,,RedCap
2005200205,rttr_odm2,Triton-Macula 12x12-OCTA,,,,,1/1/1970,,,RedCap
2005200304,rtfl_od,FLIO-Mac-HS,,,,,1/1/1970,,,RedCap
2005200289,rtop_osd,OptoMed-Disc centered-CFP,,,,,1/1/1970,,,RedCap
2005200290,rtop_osm,OptoMed-Mac centered-CFP,,,,,1/1/1970,,,RedCap
2005200291,rtei_osir,Eidon-UWF Central-IR,,,,,1/1/1970,,,RedCap
2005200292,rtei_osfaf,Eidon-UWF Central-FAF,,,,,1/1/1970,,,RedCap
2005200293,rtsm_osc,Eidon-UWF Central-CFP,,,,,1/1/1970,,,RedCap
2005200294,rtsm_osn,Eidon-UWF Nasal-CFP,,,,,1/1/1970,,,RedCap
2005200295,rtsm_ost,Eidon-UWF Temporal-CFP,,,,,1/1/1970,,,RedCap
2005200296,rtsm_osm,Eidon- Create Mosaic Image-CFP,,,,,1/1/1970,,,RedCap
2005200297,rtso_oso,Spec-ONH-RC-HR-OCT,,,,,1/1/1970,,,RedCap
2005200298,rtso_osp,Spec-PPole Mac-HR-61 lines-OCT,,,,,1/1/1970,,,RedCap
2005200299,rtso_osm,Spec-Mac-20x20-HS-512 lines-OCTA,,,,,1/1/1970,,,RedCap
2005200300,rtci_osm1,Cirrus-Mac Cube-512x128-OCT,,,,,1/1/1970,,,RedCap
2005200301,rtci_osd1,Cirrus-Disc Cube-200x200-OCT,,,,,1/1/1970,,,RedCap
2005200302,rtci_osm2,Cirrus-Macula 6x6-OCTA,,,,,1/1/1970,,,RedCap
2005200303,rtci_osd2,Cirrus-Disc 6x6-OCTA,,,,,1/1/1970,,,RedCap
2005200200,rtma_osw,M2-3D Wide(H) 12x9-OCT,,,,,1/1/1970,,,RedCap
2005200201,rtma_osm,M2-3D Macula 6x6-OCT,,,,,1/1/1970,,,RedCap
2005200202,rtma_osm1,M2-Mac 6x6-360x360-(rep3)-OCTA,,,,,1/1/1970,,,RedCap
2005200203,rttr_osr,Triton-3D(H)+Radial 12x9-OCT,,,,,1/1/1970,,,RedCap
2005200204,rttr_osm1,Triton-Macula 6x6-OCTA,,,,,1/1/1970,,,RedCap
2005200205,rttr_osm2,Triton-Macula 12x12-OCTA,,,,,1/1/1970,,,RedCap
2005200304,rtfl_os,FLIO-Mac-HS,,,,,1/1/1970,,,RedCap
2005200485,cmrouteot,Specify other,,,,,1/1/1970,,,RedCap
2005200485,mhoccur_ot,Specify other,,,,,1/1/1970,,,RedCap
2005200629,paate_6hr,"Have you had anything to eat or drink in the last six hours, including coffee or tea with milk or sugar or any other drink other than water?",,,,,1/1/1970,,,RedCap
2005200206,dvamwenhand,Physical Activity Monitor was worn on which wrist?,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_mi,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_cvdot,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_strk,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_clsh,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_hbp,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_ua,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_ear,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_pdr,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200627,1,"Other heart issues (Examples: pacemaker, heart valve disease, open heart surgery)",,,,,1/1/1970,,,RedCap
2005200628,1,Stroke,,,,,1/1/1970,,,RedCap
2005200015,1,"Circulation problems (Examples: arteriosclerosis, atherosclerosis, blood clots in lungs or leg veins)",,,,,1/1/1970,,,RedCap
2005200017,1,Kidney problems,,,,,1/1/1970,,,RedCap
2005200014,mhterm_dm1,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200547,1,Elevated A1C levels (elevated blood sugars),,,,,1/1/1970,,,RedCap
2005200558,cesstartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,cescmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200558,icfsvyts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,icfcmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200558,dmgstartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,dmgcmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200589,dcvgmenyn,Device returned,,,,,1/1/1970,,,RedCap
2005200589,dvenvenyn,Device returned,,,,,1/1/1970,,,RedCap
2005200558,dmlstartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,dmlcmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200558,dietstartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,dietcmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200558,faqstartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,faqcmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_circ,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_lbp,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_pd,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_ad,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhcat_adot,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhcat_dmtaot,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_cogn,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_ms,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_cns,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200455,mhoccur_cnsot,Neurocognitive disorder please specify,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_ra,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_oa,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_ca,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200459,mhoccur_cnrot,Other cancer type please (specify),,,,,1/1/1970,,,RedCap
2005200014,mhoccur_plm,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_gi,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_rnl,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_obs,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_glc,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_amd,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_crt,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_rvo,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhoccur_ded,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200558,mhstartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,mhcmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200558,viastartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,viacmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200558,paidstartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,paidcmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200558,preconstartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,preconcmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200558,pxfistartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,pxsficmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200102,px270301_metadata,PhenX MetaData,,,,,1/1/1970,,,RedCap
2005200558,pxnestartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,pxnecmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200102,px291201_metadata,PhenX MetaData,,,,,1/1/1970,,,RedCap
2005200558,pxrdcmpts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,pxrdstartts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200102,px281501_metadata,PhenX MetaData,,,,,1/1/1970,,,RedCap
2005200558,pxsdohstartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,pxsdohcmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200102,px270201_metadata,PhenX MetaData,,,,,1/1/1970,,,RedCap
2005200102,px011002_metadata,PhenX MetaData,,,,,1/1/1970,,,RedCap
2005200102,px280301_metadata,PhenX MetaData,,,,,1/1/1970,,,RedCap
2005200102,px281401_metadata,PhenX MetaData,,,,,1/1/1970,,,RedCap
2005200102,px280801_metadata,PhenX MetaData,,,,,1/1/1970,,,RedCap
2005200102,px11502_metadata,PhenX MetaData,,,,,1/1/1970,,,RedCap
2005200102,px270101_metadata,PhenX MetaData,,,,,1/1/1970,,,RedCap
2005200102,px280901_metadata,PhenX MetaData,,,,,1/1/1970,,,RedCap
2005200558,recstartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,reccmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200014,mh_a1c,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhterm_dm2,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200014,mhterm_predm,Has a doctor or other healthcare professional ever told you that you have/had...,,,,,1/1/1970,,,RedCap
2005200558,scrstartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,scrcmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200558,sustartts,Survey Started Timestamp,,,,,1/1/1970,,,RedCap
2005200559,sucmpts,Survey Completed Timestamp,,,,,1/1/1970,,,RedCap
2005200557,ancestry,"What is your ancestry or ethnic origin?(Examples: Italian, Jamaican, African American, Cambodian, Cape Verdean, Cherokee, Navajo, Nez Pearce, Norwegian, Dominican, French Canadian, Haitian, Korean, Lebanese, Polish, Nigerian, Mexican, Taiwanese, Ukrainian, and so on.)",,,,,1/1/1970,,,RedCap
2005200555,dvamwenyn,Activity monitor returned?,,,,,1/1/1970,,,RedCap
2005200313,5,Less than 30 minutes daily less than 3 days a week,,,,,1/1/1970,,,RedCap
2005200243,0,1 time or less,,,,,1/1/1970,,,RedCap
2005200271,1,5000 miles or less,,,,,1/1/1970,,,RedCap
2005200272,2,"5001 to 10,000 miles",,,,,1/1/1970,,,RedCap
2005200273,3,"10,001 to 15.000 miles",,,,,1/1/1970,,,RedCap
2005200274,4,"15,001 to 20,000 miles",,,,,1/1/1970,,,RedCap
2005200275,5,"More than 20,000 miles",,,,,1/1/1970,,,RedCap
2005200159,mssrffl,Right Foot - Felt:,,,,,1/1/1970,,,RedCap
2005200160,mssrftt,Right Foot - Tested:,,,,,1/1/1970,,,RedCap
2005200161,msslffl,Left Foot - Felt:,,,,,1/1/1970,,,RedCap
2005200162,msslftt,Left Foot - Tested:,,,,,1/1/1970,,,RedCap
2005200248,4,Could not get an appointment,,,,,1/1/1970,,,RedCap
2005200151,paate,How many hours since you last ate? (number of hours),,,,,1/1/1970,,,RedCap
2005200269,88,There are no streets or roads in my neighborhood,,,,,1/1/1970,,,RedCap
2005200269,88,There are no streets or roads in my neighborhood,,,,,1/1/1970,,,RedCap
2005200256,0,There is NO place,,,,,1/1/1970,,,RedCap
2005200257,2,There is MORE THAN ONE place,,,,,1/1/1970,,,RedCap
2005200261,6,Does not go to one place most often,,,,,1/1/1970,,,RedCap
2005200549,cmtrt_insln,Do you inject insulin to control your blood glucose levels?,,,,,1/1/1970,,,RedCap
2005200004,cmtrt_lfst,"Do you use lifestyle changes to control your A1C and blood glucose levels? Examples: regular exercise, avoiding sugary foods and beverages, eating a balanced diet with lots of vegetables, sticking to a consistent eating schedule",,,,,1/1/1970,,,RedCap
2005200211,98,More than 20 years,,,,,1/1/1970,,,RedCap
2005200212,98,More than 50 years,,,,,1/1/1970,,,RedCap
2005200059,diet5,"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",,,,,1/1/1970,,,RedCap
2005200060,diet6,How many times a week did you eat regular snack chips or crackers (not low-fat)?,,,,,1/1/1970,,,RedCap
2005200061,diet7,How many times a week did you eat desserts and other sweets (not the low-fat kind)?,,,,,1/1/1970,,,RedCap
2005200062,diet8,"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",,,,,1/1/1970,,,RedCap
2005200063,diet9,How many servings of fruit juice did you drink each day?,,,,,1/1/1970,,,RedCap
2005200064,dietscore,Diet score,,,,,1/1/1970,,,RedCap
2005200136,dri1,"In an average week, how many days per week do you normally drive? (number of days)",,,,,1/1/1970,,,RedCap
2005200137,dri2,About how many miles did you personally drive during the past 12 months in all motorized vehicles?,,,,,1/1/1970,,,RedCap
2005200113,pxne8,There is so much traffic on the streets that it makes it difficult or unpleasant to walk in my neighborhood. Would you say that you...,,,,,1/1/1970,,,RedCap
2005200114,pxne9,"I see many people being physically active in my neighborhood doing things like walking, jogging, cycling, or playing sports and active games. Would you say that you...",,,,,1/1/1970,,,RedCap
2005200115,pxne10,There are many interesting things to look at while walking in my neighborhood. Would you say you...,,,,,1/1/1970,,,RedCap
2005200116,pxne11,"How many motor vehicles in working order (e.g., cars, trucks, motorcycles) are there at your household?",,,,,1/1/1970,,,RedCap
2005200117,pxne12,There are many four-way intersections in my neighborhood. Would you say that you...,,,,,1/1/1970,,,RedCap
2005200118,pxne13,"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...",,,,,1/1/1970,,,RedCap
2005200119,pxne14,Places for bicycling (such as bike paths) in and around my neighborhood are well maintained and not obstructed. Would you say that you...,,,,,1/1/1970,,,RedCap
2005200120,pxne15,There is so much traffic on the streets that it makes it difficult or unpleasant to ride a bicycle in my neighborhood. Would you say that you...,,,,,1/1/1970,,,RedCap
2005200121,pxne16,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,,,,,1/1/1970,,,RedCap
2005200122,pxne17,There are many places to go within easy walking distance of my home. Would you say that you...,,,,,1/1/1970,,,RedCap
2005200126,pxrd1,How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in the past year?,,,,,1/1/1970,,,RedCap
2005200127,pxrd2,How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in your entire life?,,,,,1/1/1970,,,RedCap
2005200128,pxrd3,"How often have you been treated unfairly by teachers and professors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",,,,,1/1/1970,,,RedCap
2005200493,pxrd4,"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in the past year?",,,,,1/1/1970,,,RedCap
2005200494,pxrd5,"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in your entire life?",,,,,1/1/1970,,,RedCap
2005200495,pxrd6,"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",,,,,1/1/1970,,,RedCap
2005200496,pxrd7,"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in the past year?",,,,,1/1/1970,,,RedCap
2005200497,pxrd8,"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in your entire life?",,,,,1/1/1970,,,RedCap
2005200498,pdrx9,"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",,,,,1/1/1970,,,RedCap
2005200499,pxrd10,"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in the past year?",,,,,1/1/1970,,,RedCap
2005200500,pxrd11,"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in your entire life?",,,,,1/1/1970,,,RedCap
2005200501,pxrd12,"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",,,,,1/1/1970,,,RedCap
2005200502,pxrd13,How often have you been treated unfairly by strangers because of your race/ethnic group? How often in the past year?,,,,,1/1/1970,,,RedCap
2005200503,pxrd14,How often have you been treated unfairly by strangers because of your race/ethnic group? How often in your entire life?,,,,,1/1/1970,,,RedCap
2005200504,pxrd15,"How often have you been treated unfairly by strangers because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",,,,,1/1/1970,,,RedCap
2005200505,pxrd16,"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? How often in the past year?",,,,,1/1/1970,,,RedCap
2005200506,pxrd17,"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? How often in your entire life?",,,,,1/1/1970,,,RedCap
2005200507,pxrd18,"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",,,,,1/1/1970,,,RedCap
2005200508,pxrd19,How often have you been treated unfairly by neighbors because of your race/ethnic group? How often in the past year?,,,,,1/1/1970,,,RedCap
2005200509,pxrd20,How often have you been treated unfairly by neighbors because of your race/ethnic group? How often in your entire life?,,,,,1/1/1970,,,RedCap
2005200510,pxrd21,"How often have you been treated unfairly by neighbors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",,,,,1/1/1970,,,RedCap
2005200511,pxrd22,"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? How often in the past year?",,,,,1/1/1970,,,RedCap
2005200512,pxrd23,"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? How often in your entire life?",,,,,1/1/1970,,,RedCap
2005200513,pxrd24,"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",,,,,1/1/1970,,,RedCap
2005200514,pxrd25,How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? How often in the past year?,,,,,1/1/1970,,,RedCap
2005200515,pxrd26,How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? How often in your entire life?,,,,,1/1/1970,,,RedCap
2005200516,pxrd27,"How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",,,,,1/1/1970,,,RedCap
