concept_name,concept_id_1,SRC_CODE,vocabulary_id_1,relationship_id,concept_id_2,temp name,temp domain,vocabulary_id_2,temp class,concept_code_2,temp standard,relationship_valid_start_date,relationship_valid_end_date,invalid_reason,confidence,predicate_id,mapping_source,mapping_justification,mapping_tool,Notes,source
"OS: Log Contrast Sensitivity - Mesopic, left eye",2005200553,mlcsoslog,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
"OD: Value of final correct letter - Photopic, right eye",2005200338,plcsodfcl,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
"OD: Number of misses prior to stopping - Photopic, right eye",2005200339,plcsodmiss,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
"OD: Log Contrast Sensitivity - Photopic, right eye",2005200155,plcsodlog,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
"OS: Value of final correct letter - Photopic, left eye",2005200340,plcsosfcl,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
"OS: Number of misses prior to stopping - Photopic, left eye",2005200341,plcsosmiss,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
"OS: Log Contrast Sensitivity - Photopic, left eye",2005200156,plcsoslog,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
OptoMed-Disc centered-CFP,2005200289,rtop_odd,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
OptoMed-Mac centered-CFP,2005200290,rtop_odm,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Eidon-UWF Central-IR,2005200291,rtei_odir,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Eidon-UWF Central-FAF,2005200292,rtei_odfaf,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Eidon-UWF Central-CFP,2005200293,rtsm_odc,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Eidon-UWF Nasal-CFP,2005200294,rtsm_odn,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Eidon-UWF Temporal-CFP,2005200295,rtsm_odt,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Eidon- Create Mosaic Image-CFP,2005200296,rtsm_odm,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Spec-ONH-RC-HR-OCT,2005200297,rtso_odo,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Spec-PPole Mac-HR-61 lines-OCT,2005200298,rtso_odp,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Spec-Mac-20x20-HS-512 lines-OCTA,2005200299,rtso_odm,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Cirrus-Mac Cube-512x128-OCT,2005200300,rtci_odm1,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Cirrus-Disc Cube-200x200-OCT,2005200301,rtci_odd1,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Cirrus-Macula 6x6-OCTA,2005200302,rtci_odm2,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Cirrus-Disc 6x6-OCTA,2005200303,rtci_odd2,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
M2-3D Wide(H) 12x9-OCT,2005200200,rtma_odw,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
M2-3D Macula 6x6-OCT,2005200201,rtma_odm,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
M2-Mac 6x6-360x360-(rep3)-OCTA,2005200202,rtma_odm1,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Triton-3D(H)+Radial 12x9-OCT,2005200203,rttr_odr,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Triton-Macula 6x6-OCTA,2005200204,rttr_odm1,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Triton-Macula 12x12-OCTA,2005200205,rttr_odm2,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
FLIO-Mac-HS,2005200304,rtfl_od,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
OptoMed-Disc centered-CFP,2005200289,rtop_osd,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
OptoMed-Mac centered-CFP,2005200290,rtop_osm,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Eidon-UWF Central-IR,2005200291,rtei_osir,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Eidon-UWF Central-FAF,2005200292,rtei_osfaf,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Eidon-UWF Central-CFP,2005200293,rtsm_osc,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Eidon-UWF Nasal-CFP,2005200294,rtsm_osn,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Eidon-UWF Temporal-CFP,2005200295,rtsm_ost,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Eidon- Create Mosaic Image-CFP,2005200296,rtsm_osm,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Spec-ONH-RC-HR-OCT,2005200297,rtso_oso,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Spec-PPole Mac-HR-61 lines-OCT,2005200298,rtso_osp,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Spec-Mac-20x20-HS-512 lines-OCTA,2005200299,rtso_osm,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Cirrus-Mac Cube-512x128-OCT,2005200300,rtci_osm1,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Cirrus-Disc Cube-200x200-OCT,2005200301,rtci_osd1,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Cirrus-Macula 6x6-OCTA,2005200302,rtci_osm2,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Cirrus-Disc 6x6-OCTA,2005200303,rtci_osd2,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
M2-3D Wide(H) 12x9-OCT,2005200200,rtma_osw,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
M2-3D Macula 6x6-OCT,2005200201,rtma_osm,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
M2-Mac 6x6-360x360-(rep3)-OCTA,2005200202,rtma_osm1,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Triton-3D(H)+Radial 12x9-OCT,2005200203,rttr_osr,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Triton-Macula 6x6-OCTA,2005200204,rttr_osm1,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Triton-Macula 12x12-OCTA,2005200205,rttr_osm2,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
FLIO-Mac-HS,2005200304,rtfl_os,AIREADI-Vision,,,,,,,,,,,,,,,,,,RedCap
Specify other,2005200485,cmrouteot,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Specify other,2005200485,mhoccur_ot,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Have you had anything to eat or drink in the last six hours, including coffee or tea with milk or sugar or any other drink other than water?",2005200629,paate_6hr,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Physical Activity Monitor was worn on which wrist?,2005200206,dvamwenhand,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_mi,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_cvdot,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_strk,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_clsh,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_hbp,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ua,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ear,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_pdr,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Other heart issues (Examples: pacemaker, heart valve disease, open heart surgery)",2005200627,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Stroke,2005200628,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Circulation problems (Examples: arteriosclerosis, atherosclerosis, blood clots in lungs or leg veins)",2005200015,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Kidney problems,2005200017,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhterm_dm1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Elevated A1C levels (elevated blood sugars),2005200547,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,cesstartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,cescmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,icfsvyts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,icfcmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,dmgstartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,dmgcmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Device returned,2005200589,dcvgmenyn,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Device returned,2005200589,dvenvenyn,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,dmlstartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,dmlcmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,dietstartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,dietcmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,faqstartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,faqcmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_circ,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_lbp,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_pd,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ad,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhcat_adot,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhcat_dmtaot,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_cogn,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ms,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_cns,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Neurocognitive disorder please specify,2005200455,mhoccur_cnsot,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ra,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_oa,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ca,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Other cancer type please (specify),2005200459,mhoccur_cnrot,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_plm,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_gi,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_rnl,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_obs,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_glc,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_amd,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_crt,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_rvo,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ded,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,mhstartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,mhcmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,viastartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,viacmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,paidstartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,paidcmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,preconstartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,preconcmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,pxfistartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,pxsficmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
PhenX MetaData,2005200102,px270301_metadata,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,pxnestartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,pxnecmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
PhenX MetaData,2005200102,px291201_metadata,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,pxrdcmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,pxrdstartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
PhenX MetaData,2005200102,px281501_metadata,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,pxsdohstartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,pxsdohcmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
PhenX MetaData,2005200102,px270201_metadata,AIREADI,,,,,,,,,,,,,,,,,,RedCap
PhenX MetaData,2005200102,px011002_metadata,AIREADI,,,,,,,,,,,,,,,,,,RedCap
PhenX MetaData,2005200102,px280301_metadata,AIREADI,,,,,,,,,,,,,,,,,,RedCap
PhenX MetaData,2005200102,px281401_metadata,AIREADI,,,,,,,,,,,,,,,,,,RedCap
PhenX MetaData,2005200102,px280801_metadata,AIREADI,,,,,,,,,,,,,,,,,,RedCap
PhenX MetaData,2005200102,px11502_metadata,AIREADI,,,,,,,,,,,,,,,,,,RedCap
PhenX MetaData,2005200102,px270101_metadata,AIREADI,,,,,,,,,,,,,,,,,,RedCap
PhenX MetaData,2005200102,px280901_metadata,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,recstartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,reccmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mh_a1c,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhterm_dm2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhterm_predm,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,scrstartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,scrcmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,sustartts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,sucmpts,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"What is your ancestry or ethnic origin?(Examples: Italian, Jamaican, African American, Cambodian, Cape Verdean, Cherokee, Navajo, Nez Pearce, Norwegian, Dominican, French Canadian, Haitian, Korean, Lebanese, Polish, Nigerian, Mexican, Taiwanese, Ukrainian, and so on.)",2005200557,ancestry,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Activity monitor returned?,2005200555,dvamwenyn,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Less than 30 minutes daily less than 3 days a week,2005200313,5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
1 time or less,2005200243,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
5000 miles or less,2005200271,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"5001 to 10,000 miles",2005200272,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"10,001 to 15.000 miles",2005200273,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"15,001 to 20,000 miles",2005200274,4,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"More than 20,000 miles",2005200275,5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Right Foot - Felt:,2005200159,mssrffl,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Right Foot - Tested:,2005200160,mssrftt,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Left Foot - Felt:,2005200161,msslffl,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Left Foot - Tested:,2005200162,msslftt,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Could not get an appointment,2005200248,4,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How many hours since you last ate? (number of hours),2005200151,paate,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There are no streets or roads in my neighborhood,2005200269,88,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There are no streets or roads in my neighborhood,2005200269,88,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There is NO place,2005200256,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There is MORE THAN ONE place,2005200257,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Does not go to one place most often,2005200261,6,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Do you inject insulin to control your blood glucose levels?,2005200549,cmtrt_insln,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Do you use lifestyle changes to control your A1C and blood glucose levels? Examples: regular exercise, avoiding sugary foods and beverages, eating a balanced diet with lots of vegetables, sticking to a consistent eating schedule",2005200004,cmtrt_lfst,AIREADI,,,,,,,,,,,,,,,,,,RedCap
More than 20 years,2005200211,98,AIREADI,,,,,,,,,,,,,,,,,,RedCap
More than 50 years,2005200212,98,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",2005200059,diet5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How many times a week did you eat regular snack chips or crackers (not low-fat)?,2005200060,diet6,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How many times a week did you eat desserts and other sweets (not the low-fat kind)?,2005200061,diet7,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",2005200062,diet8,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How many servings of fruit juice did you drink each day?,2005200063,diet9,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Diet score,2005200064,dietscore,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"In an average week, how many days per week do you normally drive? (number of days)",2005200136,dri1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
About how many miles did you personally drive during the past 12 months in all motorized vehicles?,2005200137,dri2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There is so much traffic on the streets that it makes it difficult or unpleasant to walk in my neighborhood. Would you say that you...,2005200113,pxne8,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"I see many people being physically active in my neighborhood doing things like walking, jogging, cycling, or playing sports and active games. Would you say that you...",2005200114,pxne9,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There are many interesting things to look at while walking in my neighborhood. Would you say you...,2005200115,pxne10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How many motor vehicles in working order (e.g., cars, trucks, motorcycles) are there at your household?",2005200116,pxne11,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There are many four-way intersections in my neighborhood. Would you say that you...,2005200117,pxne12,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...",2005200118,pxne13,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Places for bicycling (such as bike paths) in and around my neighborhood are well maintained and not obstructed. Would you say that you...,2005200119,pxne14,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There is so much traffic on the streets that it makes it difficult or unpleasant to ride a bicycle in my neighborhood. Would you say that you...,2005200120,pxne15,AIREADI,,,,,,,,,,,,,,,,,,RedCap
The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,2005200121,pxne16,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There are many places to go within easy walking distance of my home. Would you say that you...,2005200122,pxne17,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in the past year?,2005200126,pxrd1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in your entire life?,2005200127,pxrd2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by teachers and professors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200128,pxrd3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in the past year?",2005200493,pxrd4,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in your entire life?",2005200494,pxrd5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200495,pxrd6,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in the past year?",2005200496,pxrd7,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in your entire life?",2005200497,pxrd8,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200498,pdrx9,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in the past year?",2005200499,pxrd10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in your entire life?",2005200500,pxrd11,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200501,pxrd12,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by strangers because of your race/ethnic group? How often in the past year?,2005200502,pxrd13,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by strangers because of your race/ethnic group? How often in your entire life?,2005200503,pxrd14,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by strangers because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200504,pxrd15,AIREADI,,,,,,,,,,,,,,,,,,RedCap
